nom,SIREN,COG,type,population,tranche_pop,adresse_courriel,telephone,site_internet
Saint-Romain-de-Monpazier,212404958,24495,COM,108,hab < 1000,,,
Saint-Romain-et-Saint-Clément,212404966,24496,COM,330,hab < 1000,,,
Saint-Saud-Lacoussière,212404982,24498,COM,853,hab < 1000,mairie.saint-saud@wanadoo.fr,05 53 56 97 03,http://www.saintsaud.fr
Saint-Sauveur,212404990,24499,COM,866,hab < 1000,mairie.saintsauveurdebergerac@wanadoo.fr,05 53 74 55 77,http://www.la-cab.fr
Saint-Sauveur-Lalande,212405005,24500,COM,152,hab < 1000,,,
Saint-Seurin-de-Prats,212405013,24501,COM,496,hab < 1000,mairie-st-seurin-de-prats@wanadoo.fr,05 53 58 62 44,http://www.saint-seurin-de-prats.com
Saint-Séverin-d'Estissac,212405021,24502,COM,108,hab < 1000,,,
Saint-Sulpice-de-Roumagnac,212405047,24504,COM,276,hab < 1000,mairie.stsulproumagnac@wanadoo.fr,05 53 91 81 45,http://www.saint-sulpice-de-roumagnac.fr
Saint-Sulpice-d'Excideuil,212405054,24505,COM,336,hab < 1000,,,
Sainte-Trie,212405070,24507,COM,111,hab < 1000,,,
Saint-Victor,212405088,24508,COM,205,hab < 1000,saintvictor.mairie@wanadoo.fr,05 53 90 31 80,http://stvictor.fr
Saint-Vincent-de-Connezac,212405096,24509,COM,666,hab < 1000,mairie.saintvincentdeconnezac@wanadoo.fr,05 53 91 86 17,http://www.msvc.fr
Saint-Vincent-de-Cosse,212405104,24510,COM,374,hab < 1000,,,
Saint-Vincent-Jalmoutiers,212405112,24511,COM,247,hab < 1000,,,
Saint-Vincent-le-Paluel,212405120,24512,COM,282,hab < 1000,mairie.svp24@wanadoo.fr,05 53 59 29 05,https://paluel.pagesperso-orange.fr
Saint-Vincent-sur-l'Isle,212405138,24513,COM,300,hab < 1000,,,
Saint-Vivien,212405146,24514,COM,270,hab < 1000,,,
Salagnac,212405153,24515,COM,802,hab < 1000,mairiesalagnac@orange.fr,05 53 52 48 85,http://www.salagnac24.fr
Salignac-Eyvigues,212405161,24516,COM,1221,1000 ≤ hab < 3500,mairie.de.salignac@wanadoo.fr,05 53 28 81 48,http://www.salignac-eyvigues.fr
Salles-de-Belvès,212405179,24517,COM,74,hab < 1000,,,
Salon,212405187,24518,COM,280,hab < 1000,,,
Sarlande,212405195,24519,COM,427,hab < 1000,,,
Sarliac-sur-l'Isle,212405211,24521,COM,1063,1000 ≤ hab < 3500,mairie.sarliac@orange.fr,05 53 07 82 32,http://www.sarliac.fr
Sarrazac,212405229,24522,COM,385,hab < 1000,mairie.sarrazac@wanadoo.fr,05 53 62 52 06,http://www.sarrazac24800.com
Saussignac,212405237,24523,COM,442,hab < 1000,saussignacmairie@wanadoo.fr,05 53 27 92 27,https://www.la-cab.fr/project/commune-de-saussignac/
Savignac-de-Miremont,212405245,24524,COM,178,hab < 1000,mairie.savignac.de.miremont@wanadoo.fr,05 53 03 24 11,http://www.savignac-de-miremont.jimdo.com
Savignac-de-Nontron,212405252,24525,COM,192,hab < 1000,,,
Savignac-Lédrier,212405260,24526,COM,734,hab < 1000,mairiesavignac.ledrier@wanadoo.fr,05 53 52 70 61,http://www.savignac-ledrier.fr
Savignac-les-Églises,212405278,24527,COM,1026,1000 ≤ hab < 3500,mairiesavignacleseglises@wanadoo.fr,05 53 05 00 24,http://www.mairiesavignacleseglises.com
Sceau-Saint-Angel,212405286,24528,COM,125,hab < 1000,,,
Segonzac,212405294,24529,COM,208,hab < 1000,,,
Sergeac,212405310,24531,COM,224,hab < 1000,mairie@sergeac.fr,05 53 50 77 80,http://www.sergeac.fr
Serres-et-Montguyard,212405328,24532,COM,242,hab < 1000,mairieserresetmontguyard@wanadoo.fr,05 53 24 53 26,http://www.serres-et-montguyard.fr
Servanches,212405336,24533,COM,94,hab < 1000,,,
Sigoulès-et-Flaugeac,200084275,24534,COM,1480,1000 ≤ hab < 3500,s.general@sigoules-et-flaugeac.fr,05 53 58 40 42,http://sigoules-et-flaugeac.fr
Simeyrols,212405351,24535,COM,266,hab < 1000,mairie.simeyrols@wanadoo.fr,05 53 29 80 34,http://www.simeyrols.fr
Singleyrac,212405369,24536,COM,280,hab < 1000,commune.singleyrac@orange.fr,05 53 58 44 32,http://www.eymet-dordogne.fr/fr/information/19508/singleyrac
Siorac-de-Ribérac,212405377,24537,COM,258,hab < 1000,mairie.siorac-de-riberac@wanadoo.fr,05 53 91 82 70,http://www.sioracderiberac.com
Siorac-en-Périgord,212405385,24538,COM,1075,1000 ≤ hab < 3500,mairiesiorac@wanadoo.fr,05 53 31 60 29,https://www.siorac-en-perigord.fr
Sorges et Ligueux en Périgord,200060267,24540,COM,1584,1000 ≤ hab < 3500,mairie.ligueux@wanadoo.fr,05 53 05 03 05,http://www.sorges-perigord.com
Soudat,212405419,24541,COM,93,hab < 1000,,,
Soulaures,212405427,24542,COM,92,hab < 1000,,,
Sourzac,212405435,24543,COM,1121,1000 ≤ hab < 3500,mairie.sourzac@orange.fr,05 53 81 01 06,http://www.sourzac.fr
Tamniès,212405443,24544,COM,393,hab < 1000,mairie.tamnies@wanadoo.fr,05 53 29 68 95,http://www.tamnies.fr
Teillots,212405450,24545,COM,101,hab < 1000,mairie.teillots@wanadoo.fr,05 53 51 57 02,http://www.teillots.fr
Temple-Laguyon,212405468,24546,COM,42,hab < 1000,,,
Terrasson-Lavilledieu,212405476,24547,COM,6272,3500 ≤ hab < 10.000,contact@ville-terrasson.com,05 53 51 47 00,http://www.ville-terrasson.com
Teyjat,212405484,24548,COM,278,hab < 1000,,,
Thénac,212405492,24549,COM,495,hab < 1000,thenac.mairie@wanadoo.fr,05 53 58 43 63,https://www.la-cab.fr/project/commune-de-thenac/
Thenon,212405500,24550,COM,1280,1000 ≤ hab < 3500,mairie.thenon@wanadoo.fr,05 53 06 88 10,http://thenon24.fr
Thiviers,212405518,24551,COM,3053,1000 ≤ hab < 3500,secretariat@thiviers.fr,05 53 62 28 00,https://www.thiviers.fr/
Thonac,212405526,24552,COM,260,hab < 1000,mairie.thonac@wanadoo.fr,05 53 50 79 81,http://www.thonac.fr
Tocane-Saint-Apre,212405534,24553,COM,1694,1000 ≤ hab < 3500,mairie@tocanesaintapre.fr,05 53 90 70 29,http://www.tocanesaintapre.com
La Tour-Blanche-Cercles,200065340,24554,COM,621,hab < 1000,communelatourblanchecercles@orange.fr,05 53 91 11 98,http://www.latourblanche.com
Tourtoirac,212405559,24555,COM,647,hab < 1000,,,
Trélissac,212405575,24557,COM,6889,3500 ≤ hab < 10.000,accueil-mairie@ville-trelissac.fr,05 53 02 76 76,http://www.ville-trelissac.fr
Trémolat,212405583,24558,COM,648,hab < 1000,mairie@tremolat.fr,05 53 22 80 17,http://www.tremolat.fr
Tursac,212405591,24559,COM,358,hab < 1000,mairie.tursac@wanadoo.fr,05 53 06 98 03,http://tursac.jimdo.com
Urval,212406037,24560,COM,119,hab < 1000,mairie@urval.fr,05 53 22 07 76,http://urval.fr
Vallereuil,212405625,24562,COM,306,hab < 1000,mairie.vallereuil@wanadoo.fr,05 53 81 50 45,http://www.mairie-vallereuil.fr
Valojoulx,212405633,24563,COM,277,hab < 1000,mairie.valojoulx@wanadoo.fr,05 53 50 77 78,http://www.valojoulx.fr
Vanxains,212405641,24564,COM,790,hab < 1000,mairie.vanxains@wanadoo.fr,05 53 92 50 40,http://www.vanxains.fr
Varaignes,212405658,24565,COM,429,hab < 1000,communedevaraignes@wanadoo.fr,05 53 56 31 05,https://www.varaignes.fr
Varennes,212405666,24566,COM,468,hab < 1000,varennes.mairie@wanadoo.fr,05 53 61 07 66,http://www.varennes-dordogne.fr
Vaunac,212405674,24567,COM,290,hab < 1000,mairie.vaunac@wanadoo.fr,05 53 55 03 88,http://www.vaunac.fr
Vélines,212405682,24568,COM,1163,1000 ≤ hab < 3500,mairievelines@wanadoo.fr,05 53 27 50 19,https://www.cdcmontaignemontravelgurson.fr
Vendoire,212405690,24569,COM,138,hab < 1000,communedevendoire@wanadoo.fr,05 53 91 05 00,https://vendoire.fr
Verdon,212405708,24570,COM,50,hab < 1000,,,
Vergt,212405716,24571,COM,1678,1000 ≤ hab < 3500,mairie@vergt-perigord.fr,05 53 54 90 05,http://www.vergt-perigord.fr
Vergt-de-Biron,212405724,24572,COM,203,hab < 1000,,,
Verteillac,212405732,24573,COM,690,hab < 1000,,,
Veyrignac,212405740,24574,COM,341,hab < 1000,,,
Veyrines-de-Domme,212405757,24575,COM,250,hab < 1000,mairie.veyrines.de.domme@wanadoo.fr,05 53 29 54 08,http://www.veyrinesdedomme.fr
Veyrines-de-Vergt,212405765,24576,COM,274,hab < 1000,mairie.veyrinesdevergt@wanadoo.fr,05 53 54 94 98,http://www.veyrines-de-vergt.fr
Vézac,212405773,24577,COM,635,hab < 1000,mairie@vezac24.fr,05 53 29 50 25,http://www.vezac24.fr
Villac,212405807,24580,COM,264,hab < 1000,mairie.villac@wanadoo.fr,05 53 51 51 94,http://www.mairie-villac.fr
Villamblard,212405815,24581,COM,893,hab < 1000,mairievillamblard@wanadoo.fr,05 53 81 90 18,http://www.villamblard.fr
Villars,212405823,24582,COM,476,hab < 1000,,,
Villefranche-de-Lonchat,212405849,24584,COM,981,hab < 1000,,,
Villefranche-du-Périgord,212405856,24585,COM,716,hab < 1000,mairie.vdp@wanadoo.fr,05 53 29 91 44,http://www.villefrancheduperigord.fr
Villetoureix,212405864,24586,COM,932,hab < 1000,mairie.villetoureix@wanadoo.fr,05 53 90 07 21,http://www.villetoureix.com
Vitrac,212405872,24587,COM,829,hab < 1000,mairievitrac@wanadoo.fr,05 53 28 33 11,http://www.mairievitracdordogne.fr
Abbans-Dessous,212500011,25001,COM,270,hab < 1000,,,
Abbans-Dessus,212500029,25002,COM,309,hab < 1000,,,
Abbenans,212500037,25003,COM,358,hab < 1000,,,
Abbévillers,212500045,25004,COM,1048,1000 ≤ hab < 3500,,,
Accolans,212500052,25005,COM,100,hab < 1000,commune.accolans@gmail.com,03 81 92 78 72,http://www.accolans.fr
Adam-lès-Passavant,212500060,25006,COM,92,hab < 1000,,,
Adam-lès-Vercel,212500078,25007,COM,102,hab < 1000,,,
Aibre,212500086,25008,COM,481,hab < 1000,,,
Aïssey,212500094,25009,COM,178,hab < 1000,,,
Allenjoie,212500110,25011,COM,744,hab < 1000,mairie@allenjoie.fr,03 81 93 01 48,https://www.allenjoie.fr
Les Alliés,212500128,25012,COM,154,hab < 1000,mairie-lesallies@laposte.net,03 81 46 21 86,http://www.commune-lesallies.fr
Allondans,212500136,25013,COM,254,hab < 1000,,,
Amagney,212500144,25014,COM,819,hab < 1000,amagney@wanadoo.fr,03 81 55 65 04,http://www.amagney.fr
Amancey,212500151,25015,COM,699,hab < 1000,mairie.amancey@wanadoo.fr,03 81 86 61 73,http://www.amancey.fr
Amathay-Vésigneux,212500169,25016,COM,167,hab < 1000,,,
Amondans,212500177,25017,COM,92,hab < 1000,,,
Anteuil,212500185,25018,COM,680,hab < 1000,,,
Appenans,212500193,25019,COM,388,hab < 1000,,,
Arbouans,212500201,25020,COM,948,hab < 1000,mairie@arbouans.fr,03 81 98 19 40,http://www.arbouans.jimdo.com
Arc-et-Senans,212500219,25021,COM,1661,1000 ≤ hab < 3500,mairie.arc-et-senans@wanadoo.fr,03 81 57 42 20,https://www.arc-et-senans.com
Arcey,212500227,25022,COM,1486,1000 ≤ hab < 3500,mairie@arcey.fr,03 81 93 52 49,http://www.arcey.fr
Arçon,212500243,25024,COM,853,hab < 1000,mairie.arcon@gmail.com,03 81 46 27 21,http://www.mairiearcon.fr
Arc-sous-Cicon,212500250,25025,COM,683,hab < 1000,mairie.arc.sous.cicon@orange.fr,03 81 69 90 54,http://www.arc-sous-cicon.fr
Arc-sous-Montenot,212500268,25026,COM,208,hab < 1000,,,
Aubonne,212500292,25029,COM,242,hab < 1000,,,
Audeux,212500300,25030,COM,442,hab < 1000,commune.audeux@orange.fr,03 81 60 20 77,http://www.audeux.eu
Audincourt,212500318,25031,COM,13796,10.000 ≤ hab < 100.000,courrier@audincourt.fr,03 81 36 37 38,http://www.audincourt.fr
Autechaux,212500326,25032,COM,426,hab < 1000,mairie.autechaux@wanadoo.fr,03 81 84 36 84,http://www.autechaux.fr
Autechaux-Roide,212500334,25033,COM,542,hab < 1000,mairieautechauxroide@wanadoo.fr,03 81 92 43 03,http://www.autechaux-roide.fr
Les Auxons,200048437,25035,COM,2610,1000 ≤ hab < 3500,mairie@lesauxons.fr,03 81 58 72 69,http://www.lesauxons.fr
Avanne-Aveney,212500367,25036,COM,2292,1000 ≤ hab < 3500,mairie@avanne-aveney.com,03 81 41 11 30,http://www.avanne-aveney.com
Avilley,212500383,25038,COM,169,hab < 1000,,,
Avoudrey,212500391,25039,COM,914,hab < 1000,,,
Badevel,212500409,25040,COM,838,hab < 1000,commune.badevel@wanadoo.fr,03 81 93 08 06,http://www.badevel.fr
Bannans,212500417,25041,COM,383,hab < 1000,mairie.bannans@gmail.com,03 81 49 85 81,http://www.bannans.fr
Le Barboux,212500425,25042,COM,252,hab < 1000,,,
Bart,212500433,25043,COM,2065,1000 ≤ hab < 3500,mairie.bart@orange.fr,03 81 90 78 50,http://www.bart.fr
Bartherans,212500441,25044,COM,52,hab < 1000,,,
Battenans-les-Mines,212500458,25045,COM,58,hab < 1000,,,
Battenans-Varin,212500466,25046,COM,78,hab < 1000,,,
Baume-les-Dames,212500474,25047,COM,5315,3500 ≤ hab < 10.000,contact@baumelesdames.org,03 81 84 07 13,http://www.baume-les-dames.org
Bavans,212500482,25048,COM,3721,3500 ≤ hab < 10.000,mairie.bavans@bavans.fr,03 81 96 26 21,http://www.bavans.fr
Belfays,212500490,25049,COM,146,hab < 1000,,,
Le Bélieu,212500508,25050,COM,448,hab < 1000,,,
Belleherbe,212500516,25051,COM,619,hab < 1000,,,
Belmont,212500524,25052,COM,66,hab < 1000,,,
Belvoir,212500532,25053,COM,111,hab < 1000,,,
Berche,212500540,25054,COM,483,hab < 1000,,,
Berthelange,212500557,25055,COM,328,hab < 1000,,,
Bethoncourt,212500573,25057,COM,5790,3500 ≤ hab < 10.000,secretariat.general@mairie-bethoncourt.fr,03 81 96 62 32,http://www.bethoncourt.fr
Beure,212500581,25058,COM,1376,1000 ≤ hab < 3500,beure.mairie@wanadoo.fr,03 81 52 61 30,http://www.beure.fr
Beutal,212500599,25059,COM,289,hab < 1000,,,
Bians-les-Usiers,212500607,25060,COM,687,hab < 1000,mairie.bianslesusiers@wanadoo.fr,03 81 38 20 30,http://www.bianslesusiers.fr
Bief,212500615,25061,COM,111,hab < 1000,,,
Le Bizot,212500623,25062,COM,317,hab < 1000,mairie.lebizot@wanadoo.fr,03 81 43 82 61,http://www.lebizot.fr
Blamont,212500631,25063,COM,1256,1000 ≤ hab < 3500,,,
Blarians,212500656,25065,COM,63,hab < 1000,,,
Blussangeaux,212500664,25066,COM,85,hab < 1000,,,
Blussans,212500672,25067,COM,199,hab < 1000,,,
Bolandoz,212500706,25070,COM,393,hab < 1000,,,
Bondeval,212500714,25071,COM,484,hab < 1000,,,
Bonnal,212500722,25072,COM,37,hab < 1000,,,
Bonnay,212500730,25073,COM,856,hab < 1000,mairie.bonnay25@wanadoo.fr,03 81 57 80 06,http://www.bonnay.fr
Bonnétage,212500748,25074,COM,906,hab < 1000,mairie@bonnetage.fr,03 81 68 91 61,http://www.bonnetage.fr
Bonnevaux,212500755,25075,COM,388,hab < 1000,,,
La Bosse,212500771,25077,COM,74,hab < 1000,,,
Bouclans,200076370,25078,COM,1101,1000 ≤ hab < 3500,mairie.bouclans@wanadoo.fr,03 81 55 20 19,http://www.bouclans.fr
Boujailles,212500797,25079,COM,431,hab < 1000,mairie@boujailles.fr,03 81 49 38 50,http://www.boujailles.fr
Bourguignon,212500821,25082,COM,953,hab < 1000,,,
Bournois,212500839,25083,COM,192,hab < 1000,,,
Boussières,212500847,25084,COM,1124,1000 ≤ hab < 3500,mairie@boussieres.fr,03 81 56 54 90,http://www.boussieres.fr
Bouverans,212500854,25085,COM,367,hab < 1000,bouverans@wanadoo.fr,03 81 89 71 77,http://www.bouverans.fr
Braillans,212500862,25086,COM,199,hab < 1000,mairie.braillans@orange.fr,03 81 57 93 30,http://www.braillans.fr
Branne,212500870,25087,COM,175,hab < 1000,,,
Breconchaux,212500888,25088,COM,101,hab < 1000,,,
Bremondans,212500896,25089,COM,87,hab < 1000,,,
Brères,212500904,25090,COM,60,hab < 1000,,,
Les Bréseux,212500912,25091,COM,491,hab < 1000,mairiedesbreseux@orange.fr,03 81 64 13 23,http://www.mairiedesbreseux.fr
La Bretenière,212500920,25092,COM,72,hab < 1000,,,
Bretigney,212500938,25093,COM,71,hab < 1000,mairie.bretigney@gmail.com,03 81 93 18 21,http://www.bretigney.fr
Bretigney-Notre-Dame,212500946,25094,COM,113,hab < 1000,,,
Bretonvillers,212500953,25095,COM,279,hab < 1000,,,
Brey-et-Maison-du-Bois,212500961,25096,COM,102,hab < 1000,,,
Brognard,212500979,25097,COM,493,hab < 1000,,,
Buffard,212500987,25098,COM,163,hab < 1000,,,
Bugny,212500995,25099,COM,222,hab < 1000,,,
Bulle,212501001,25100,COM,435,hab < 1000,mairie.bulle@orange.fr,09 63 24 54 43,http://www.commune-de-bulle.fr
Burgille,212501019,25101,COM,554,hab < 1000,mairie.burgille@orange.fr,03 81 58 12 60,http://www.burgille.fr
Burnevillers,212501027,25102,COM,47,hab < 1000,,,
Busy,212501035,25103,COM,641,hab < 1000,,,
By,212501043,25104,COM,72,hab < 1000,,,
Byans-sur-Doubs,212501050,25105,COM,549,hab < 1000,byanssurdoubs@wanadoo.fr,03 81 63 61 66,http://www.byanssurdoubs.fr
Cademène,212501068,25106,COM,75,hab < 1000,,,
Cendrey,212501076,25107,COM,192,hab < 1000,,,
Cernay-l'Église,212501084,25108,COM,312,hab < 1000,mairie-cernayleglise@wanadoo.fr,03 81 64 27 44,http://www.cernayleglise.fr
Cessey,212501092,25109,COM,344,hab < 1000,,,
Chaffois,212501100,25110,COM,992,hab < 1000,mairie.chaffois@wanadoo.fr,03 81 39 24 36,http://www.chaffois.fr
Chalèze,212501118,25111,COM,385,hab < 1000,,,
Chalezeule,212501126,25112,COM,1309,1000 ≤ hab < 3500,mairie@chalezeule.fr,03 81 61 04 63,http://www.chalezeule.fr
Chamesey,212501134,25113,COM,137,hab < 1000,,,
Chamesol,212501142,25114,COM,382,hab < 1000,mairie.chamesol@wanadoo.fr,03 81 92 50 50,http://www.chamesol.fr
Champagney,212501159,25115,COM,288,hab < 1000,,,
Champlive,212501167,25116,COM,258,hab < 1000,,,
Champoux,212501175,25117,COM,91,hab < 1000,,03 81 62 54 85,www.grandbesancon.fr
Champvans-les-Moulins,212501191,25119,COM,355,hab < 1000,,,
Chantrans,212501209,25120,COM,413,hab < 1000,,,
Chapelle-des-Bois,212501217,25121,COM,273,hab < 1000,mairie.chapelledesbois@wanadoo.fr,03 81 69 27 24,http://www.mairie.chapelledesbois.fr
Chapelle-d'Huin,212501225,25122,COM,517,hab < 1000,mairie@chapelledhuin.fr,03 81 89 53 48,http://chapelledhuin.fr
Charmauvillers,212501241,25124,COM,256,hab < 1000,,,
Charmoille,212501258,25125,COM,338,hab < 1000,mairie.charmoille.doubs@wanadoo.fr,03 81 44 32 63,http://www.charmoille.fr
Charnay,212501266,25126,COM,484,hab < 1000,,,
Charquemont,212501274,25127,COM,2700,1000 ≤ hab < 3500,info@charquemont.org,03 81 68 67 27,http://www.charquemont.fr
Chassagne-Saint-Denis,212501290,25129,COM,119,hab < 1000,,,
Châteauvieux-les-Fossés,212501308,25130,COM,13,hab < 1000,,,
Châtelblanc,212501316,25131,COM,127,hab < 1000,,,
Châtillon-Guyotte,212501324,25132,COM,130,hab < 1000,,,
Châtillon-le-Duc,212501332,25133,COM,2088,1000 ≤ hab < 3500,mairie@chatillon-le-duc.fr,03 81 58 86 55,http://www.chatillon-le-duc.fr
Chaucenne,212501365,25136,COM,527,hab < 1000,mairie.chaucenne@wanadoo.fr,03 81 55 03 30,http://www.chaucenne.org
Les Terres-de-Chaux,212501381,25138,COM,148,hab < 1000,mairie.lesterresdechaux25190@orange.fr,03 81 94 14 85,http://www.lesterresdechaux.fr
La Chaux,212501399,25139,COM,537,hab < 1000,,,
Chaux-lès-Passavant,212501415,25141,COM,144,hab < 1000,,,
Chaux-Neuve,212501423,25142,COM,315,hab < 1000,,,
Chay,212501431,25143,COM,229,hab < 1000,,,
Chazot,212501456,25145,COM,119,hab < 1000,,,
Chemaudin et Vaux,200066686,25147,COM,1930,1000 ≤ hab < 3500,mairie.chemaudinetvaux@orange.fr,03 81 58 54 85,http://www.chemaudin.fr
La Chenalotte,212501480,25148,COM,494,hab < 1000,mairie.lachenalotte@wanadoo.fr,03 81 67 35 27,http://www.chenalotte.org
Chenecey-Buillon,212501498,25149,COM,532,hab < 1000,cheneceybuillonmairie@orange.fr,03 81 60 30 90,https://www.cheneceybuillon.fr
Chevigney-sur-l'Ognon,212501506,25150,COM,288,hab < 1000,,,
Chevigney-lès-Vercel,212501514,25151,COM,132,hab < 1000,,,
La Chevillotte,212501522,25152,COM,143,hab < 1000,,,
Chevroz,212501530,25153,COM,131,hab < 1000,,,
Chouzelot,212501548,25154,COM,277,hab < 1000,mairie-chouzelot@wanadoo.fr,03 81 63 52 11,http://www.mairie-chouzelot.fr
Cléron,212501555,25155,COM,329,hab < 1000,,,
Pays-de-Clerval,200086288,25156,COM,1263,1000 ≤ hab < 3500,mairie@clerval.fr,03 81 97 81 80,http://www.clerval.fr
La Cluse-et-Mijoux,212501571,25157,COM,1341,1000 ≤ hab < 3500,mairie@clusemijoux.fr,03 81 69 41 12,http://www.la-cluse-et-mijoux.fr
Colombier-Fontaine,212501597,25159,COM,1326,1000 ≤ hab < 3500,mairie@colombierfontaine.fr,03 81 93 61 12,http://www.colombierfontaine.fr
Les Combes,212501605,25160,COM,749,hab < 1000,,,
Consolation-Maisonnettes,212501613,25161,COM,39,hab < 1000,,,
Corcelles-Ferrières,212501621,25162,COM,203,hab < 1000,,,
Corcelle-Mieslot,212501639,25163,COM,109,hab < 1000,,,
Corcondray,212501647,25164,COM,146,hab < 1000,,,
Côtebrune,212501662,25166,COM,83,hab < 1000,mairie.cotebrune@wibox.fr,03.81.41.02.48,http://www.cc-paysbaumois.fr
Courcelles-lès-Montbéliard,212501704,25170,COM,1263,1000 ≤ hab < 3500,courcelleslesmontbeliard@wanadoo.fr,03 81 98 18 53,http://www.courcelles-les-montbeliard.fr
Courcelles,212501712,25171,COM,110,hab < 1000,,,
Courchapon,212501720,25172,COM,207,hab < 1000,mairie.courchapon@wanadoo.fr,03 81 58 26 58,http://www.courchapon-infos.e-monsite.com
Cour-Saint-Maurice,212501738,25173,COM,160,hab < 1000,,,
Courtefontaine,212501746,25174,COM,251,hab < 1000,,,
Courtetain-et-Salans,212501753,25175,COM,85,hab < 1000,,,
Courvières,212501761,25176,COM,319,hab < 1000,mairie@courvieres.fr,03 81 49 38 70,http://www.courvieres.fr
Crosey-le-Grand,212501779,25177,COM,157,hab < 1000,,,
Crosey-le-Petit,212501787,25178,COM,141,hab < 1000,,,
Le Crouzet,212501795,25179,COM,58,hab < 1000,,,
Crouzet-Migette,212501803,25180,COM,124,hab < 1000,,,
Cubrial,212501811,25181,COM,134,hab < 1000,,,
Cubry,212501829,25182,COM,87,hab < 1000,,,
Cusance,212501837,25183,COM,70,hab < 1000,,,
Cuse-et-Adrisans,212501845,25184,COM,295,hab < 1000,,,
Cussey-sur-Lison,212501340,25185,COM,10,hab < 1000,,,
Cussey-sur-Lison,212501852,25185,COM,71,hab < 1000,,,
Cussey-sur-l'Ognon,212501860,25186,COM,1040,1000 ≤ hab < 3500,mairiedecusseysurlognon@orange.fr,03 81 57 78 62,http://mairie-cussey.fr
Dambelin,212501878,25187,COM,496,hab < 1000,mairie.dambelin@wanadoo.fr,03 81 96 00 85,http://sites.google.com/site/mairiededambelin
Dambenois,212501886,25188,COM,761,hab < 1000,mairie.dambenois@wanadoo.fr,03 81 94 31 45,http://www.dambenois.fr
Dammartin-les-Templiers,212501894,25189,COM,212,hab < 1000,mairie@dammartinlestempliers.fr,03 81 63 03 50,http://www.dammartinlestempliers.fr
Dampierre-les-Bois,212501902,25190,COM,1691,1000 ≤ hab < 3500,mairie@dampierrelesbois.fr,03 81 93 01 18,http://www.dampierrelesbois.fr
Dampierre-sur-le-Doubs,212501910,25191,COM,470,hab < 1000,,,
Dampjoux,212501928,25192,COM,180,hab < 1000,,,
Damprichard,212501936,25193,COM,1922,1000 ≤ hab < 3500,mairie@mairie-damprichard.fr,03 81 44 22 19,http://www.mairie-damprichard.fr
Dannemarie,212501944,25194,COM,114,hab < 1000,,,
Dannemarie-sur-Crète,212501951,25195,COM,1739,1000 ≤ hab < 3500,,,
Dasle,212501969,25196,COM,1460,1000 ≤ hab < 3500,mairie.dasle@wanadoo.fr,03 81 34 36 14,http://www.mairie-dasle.fr
