nom,SIREN,type,code_region,code_departement,population,tranche_pop,adresse_courriel,telephone,site_internet
CC Lyons Andelle,200070142,CC,28,27,21185,10.000 ≤ hab < 100.000,contact@cdcla.fr,02 32 49 61 27,http://www.cdcla.fr
CC Mâconnais - Tournugeois,200069698,CC,27,71,16442,10.000 ≤ hab < 100.000,accueil@ccmt71.fr,03 85 51 05 56,http://maconnais-tournugeois.fr
CC Mad et Moselle,200070738,CC,44,"54,57",20531,10.000 ≤ hab < 100.000,accueil@cc-madetmoselle.fr,03 83 81 91 69,https://www.cc-madetmoselle.fr
CC Maine Cœur de Sarthe,200068963,CC,52,72,21549,10.000 ≤ hab < 100.000,contact@mainecoeurdesarthe.fr,02 43 27 37 20,http://www.mainecoeurdesarthe.fr
CC Maine Saosnois,200072676,CC,"28,52","61,72",28863,10.000 ≤ hab < 100.000,accueil@mainesaosnois.fr,02 43 34 16 48,http://www.mainesaosnois.fr
CC Marche et Combraille en Aquitaine,200067593,CC,75,23,14092,10.000 ≤ hab < 100.000,,,
CC Marche Occitane - Val d'Anglin,200035137,CC,24,36,6998,3500 ≤ hab < 10.000,,,
CC Marches du Velay-Rochebaron,200073427,CC,84,43,31251,10.000 ≤ hab < 100.000,contact@marchesduvelayrochebaron.fr,04 71 61 74 34,http://www.marchesduvelayrochebaron.fr
CC Maurienne Galibier,247300452,CC,84,73,5791,3500 ≤ hab < 10.000,info@maurienne-galibier.com,04 79 56 52 54,http://www.maurienne-galibier.com
CC Mayenne Communauté,200055887,CC,52,53,38220,10.000 ≤ hab < 100.000,contact@mayennecommunaute.fr,02 43 30 21 21,http://www.mayennecommunaute.fr
CC Méditerranée Porte des Maures,200027100,CC,93,83,43800,10.000 ≤ hab < 100.000,,,
CC Médoc Atlantique,200070720,CC,75,33,26318,10.000 ≤ hab < 100.000,sg@ccmedocatlantique.fr,05 56 73 29 26,http://www.ccmedocatlantique.fr
CC Médoc Cœur de Presqu'île,200069995,CC,75,33,30383,10.000 ≤ hab < 100.000,cdc@medoc-cpi.fr,05 56 41 66 60,http://www.medoc-cpi.fr
CC Médoc Estuaire,243301447,CC,75,33,28322,10.000 ≤ hab < 100.000,contact@medoc-estuaire.fr,05 57 88 08 08,http://www.cc-medoc-estuaire.fr
CC Médullienne,243301389,CC,75,33,20902,10.000 ≤ hab < 100.000,medullienne@cdcmedullienne.fr,05 56 58 65 20,http://www.cdcmedullienne.com
CC Mellois-en-Poitou,200069755,CC,75,79,49491,10.000 ≤ hab < 100.000,accueil@melloisenpoitou.fr,05 49 29 02 90,http://www.melloisenpoitou.fr
"CC Meurthe,Mortagne,Moselle",200067643,CC,44,54,17036,10.000 ≤ hab < 100.000,secretariat@cc3m.fr,03 83 71 43 62,http://www.cc3m.fr
CC Meuse Rognon,200069664,CC,44,52,11392,10.000 ≤ hab < 100.000,secretariat@meuserognon.fr,03 25 02 74 86,https://www.meuserognon.fr
CC Mézenc-Loire-Meygal,200073401,CC,84,43,11312,10.000 ≤ hab < 100.000,contact@mezencloiremeygal.fr,04 71 01 14 34,https://www.mezencloiremeygal.fr
CC Midi Corrézien,200066769,CC,75,19,13472,10.000 ≤ hab < 100.000,contact@midicorrezien.com,05 55 84 31 00,http://www.midicorrezien.com
CC Mirebellois et Fontenois,200072825,CC,27,21,12825,10.000 ≤ hab < 100.000,contact@mfcc.fr,03 80 36 53 51,http://www.mfcc.fr
CC Mond'Arverne Communauté,200069177,CC,84,63,40987,10.000 ≤ hab < 100.000,contact@mond-arverne.fr,04 73 39 62 00,http://www.mond-arverne.fr
CC Mont Lozère,200069128,CC,76,"30,48",5641,3500 ≤ hab < 10.000,comcommontlozere@orange.fr,04 66 31 68 85,http://www.ccmontlozere.fr
CC Monts d'Arrée Communauté,200067197,CC,53,29,8167,3500 ≤ hab < 10.000,contact@lesmontsdarree.bzh,02 98 26 43 99,http://lesmontsdarree.bzh
"CC Monts,Rance et Rougier",200067163,CC,76,12,6605,3500 ≤ hab < 10.000,contact@ccmrr.fr,05 65 49 37 80,http://www.ccmrr.fr
CC Moret Seine et Loing,247700032,CC,11,77,40103,10.000 ≤ hab < 100.000,ccmsl@ccmsl.com,01 60 70 70 20,http://www.ccmsl.fr
CC Morvan Sommets et Grands Lacs,200067890,CC,27,58,13193,10.000 ≤ hab < 100.000,contact@ccmorvan.fr,03 86 79 43 99,http://www.ccmorvan.com
CC Moselle et Madon,245400171,CC,44,54,29335,10.000 ≤ hab < 100.000,contact@cc-mosellemadon.fr,03 83 26 45 00,http://www.cc-mosellemadon.fr
CC Nebbiu - Conca d'Oro,200073120,CC,94,2B,7321,3500 ≤ hab < 10.000,ccnebbiuconcadoru@orange.fr,04 95 36 07 69,http://www.ccnebbiuconcadoru.com
CC Neste Barousse,200070829,CC,76,65,7426,3500 ≤ hab < 10.000,accueil@neste-barousse.fr,05 62 99 35 23,http://www.neste-barousse.fr
CC Nièvre et Somme,200071223,CC,32,80,28670,10.000 ≤ hab < 100.000,,,
CC Norge et Tille,200069540,CC,27,21,16125,10.000 ≤ hab < 100.000,contact@norgeettille.fr,03 80 35 53 99,http://www.norgeettille.fr
CC Normandie-Cabourg-Pays d'Auge,200065563,CC,28,14,31847,10.000 ≤ hab < 100.000,accueil@normandiecabourgpaysdauge.fr,02 31 28 39 97,http://www.normandiecabourgpaysdauge.fr
CC Océan Marais de Monts,248500258,CC,52,85,19529,10.000 ≤ hab < 100.000,,,
CC Orée de Bercé - Belinois,247200447,CC,52,72,19837,10.000 ≤ hab < 100.000,communautedecommunes@belinois.fr,02 43 47 02 20,http://www.cc-berce-belinois.fr
CC Orne Lorraine Confluences,200070845,CC,44,54,54191,10.000 ≤ hab < 100.000,contact@olc54.fr,03 82 22 04 20,http://www.olc54.fr
CC Osartis Marquion,200044048,CC,32,62,42442,10.000 ≤ hab < 100.000,administration@cc-osartis.com,03 21 60 06 00,http://www.cc-osartis.com
CC Ouche et Montagne,200039055,CC,27,21,10896,10.000 ≤ hab < 100.000,accueil@ouche-montagne.fr,03 80 49 77 43,http://www.ouche-montagne.fr
CC Ouest Aveyron Communauté,200069383,CC,76,"12,46",28669,10.000 ≤ hab < 100.000,contact@ouestaveyron.fr,05 65 65 08 01,http://www.ouestaveyron.fr
CC Ouest Limousin,200066520,CC,75,87,11872,10.000 ≤ hab < 100.000,,,
CC Pasquale Paoli,200073138,CC,94,2B,6304,3500 ≤ hab < 10.000,,,
CC Pays d'Apt-Luberon,200040624,CC,93,"04,84",30763,10.000 ≤ hab < 100.000,,,
CC Pays d'Évian Vallée d'Abondance,200071967,CC,84,74,41391,10.000 ≤ hab < 100.000,accueil@cc-peva.fr,04 50 74 57 85,http://www.cc-peva.fr
CC Pays d'Opale,200072478,CC,32,62,28194,10.000 ≤ hab < 100.000,administration@cc-paysdopale.fr,03 21 00 83 33,http://cc-paysdopale.fr
CC Pays d'Orthe et Arrigans,200069417,CC,75,40,24338,10.000 ≤ hab < 100.000,contact@orthe-arrigans.fr,05 58 73 60 03,https://www.pays-orthe-arrigans.fr
CC Pays d'Uzès,200034379,CC,76,30,29024,10.000 ≤ hab < 100.000,contact@ccpaysduzes.fr,04 66 03 09 00,http://www.ccpaysduzes.fr
CC Pays de Chantonnay,248500340,CC,52,85,23058,10.000 ≤ hab < 100.000,,,
CC Pays de Fontenay-Vendée,200071934,CC,52,85,36459,10.000 ≤ hab < 100.000,,,
CC Pays de Montereau,247700107,CC,11,77,43004,10.000 ≤ hab < 100.000,contact@paysdemontereau.fr,01 60 73 44 00,http://www.paysdemontereau77.fr
CC Pays de Nay,246401756,CC,"75,76","64,65",29782,10.000 ≤ hab < 100.000,contact@paysdenay.fr,05 59 61 11 82,http://www.paysdenay.fr
CC Pays de Nemours,200023240,CC,11,77,30645,10.000 ≤ hab < 100.000,secretariat@paysdenemours.fr,01 64 78 69 05,http://www.paysdenemours.fr
CC Pays de Nérondes,200007177,CC,24,18,5074,3500 ≤ hab < 10.000,accueil@cdcpaysnerondes.com,02 48 77 62 04,http://www.cdcpaysnerondes.com
CC Pays de Nexon Monts de Chalus,200070506,CC,75,87,13358,10.000 ≤ hab < 100.000,,,
CC Pays des Vans en Cévennes,200039832,CC,84,07,9419,3500 ≤ hab < 10.000,,,
CC Pays du Mont-Blanc,200034882,CC,84,74,45574,10.000 ≤ hab < 100.000,accueil@ccpmb.fr,04 50 78 12 10,http://www.ccpmb.fr
CC Pays Fort Sancerrois Val de Loire,200069227,CC,24,18,19203,10.000 ≤ hab < 100.000,secretariat@cdc-du-sancerrois.fr,02 48 54 74 34,http://www.comcompsv.fr
CC Pays Rhin - Brisach,200066025,CC,44,68,33580,10.000 ≤ hab < 100.000,contact@paysrhinbrisach.fr,03 89 72 56 49,http://www.paysrhinbrisach.fr
CC Pays Ségali Communauté,200068831,CC,76,12,18544,10.000 ≤ hab < 100.000,accueil@payssegali.fr,05 65 69 27 43,https://www.payssegali.fr
CC Périgord-Limousin,242400752,CC,75,24,14694,10.000 ≤ hab < 100.000,contact@perigord-limousin.fr,05 53 62 28 22,http://www.perigord-limousin.fr
CC Perthois-Bocage et Der,200042992,CC,44,51,5771,3500 ≤ hab < 10.000,cc-perthoisbocageetder@orange.fr,03 26 74 12 49,https://cc-perthoisbocageetder.fr
CC Pévèle-Carembault,200041960,CC,32,59,96703,10.000 ≤ hab < 100.000,contact@pevelecarembault.fr,03 20 79 20 80,http://www.pevelecarembault.fr
CC Picardie des Châteaux,200071769,CC,32,02,17759,10.000 ≤ hab < 100.000,accueil@picardiedeschateaux.fr,03 23 80 18 13,http://www.picardiedeschateaux.fr
CC Piège Lauragais Malepère,200035707,CC,76,11,16267,10.000 ≤ hab < 100.000,contact@ccplm.fr,04 68 76 69 40,http://www.ccplm.fr
CC Plaines et Monts de France,200033090,CC,11,77,24652,10.000 ≤ hab < 100.000,contact@cc-pmf.fr,01 60 54 68 40,http://www.cc-pmf.fr
CC Plateau de Caux-Doudeville-Yerville,200069847,CC,28,76,21372,10.000 ≤ hab < 100.000,contact@plateaudecaux.fr,02 35 95 07 25,http://www.plateaudecaux.fr
CC Pleyben-Châteaulin-Porzay,200067247,CC,53,29,24330,10.000 ≤ hab < 100.000,accueil@ccpcp.bzh,02 98 16 14 00,http://www.ccpcp.bzh
CC Ploërmel Communauté,200066777,CC,53,56,43823,10.000 ≤ hab < 100.000,contact@ploermelcommunaute.bzh,02 97 73 20 73,http://www.ploermelcommunaute.bzh
CC Ponthieu-Marquenterre,200070936,CC,32,80,33878,10.000 ≤ hab < 100.000,,,
CC Pontivy Communauté,245614433,CC,53,"22,56",47933,10.000 ≤ hab < 100.000,info@pontivy-communaute.bzh,02 97 25 01 70,http://www.pontivy-communaute.bzh
CC Porte d'Aquitaine en Pays de Serres,200036572,CC,75,47,5401,3500 ≤ hab < 10.000,,,
CC Porte de Maurienne,247300676,CC,84,73,6898,3500 ≤ hab < 10.000,communautedecommunes@portedemaurienne.eu,04 79 44 31 61,https://www.portedemaurienne-tourisme.com/communaute-de-communes
CC Porte du Jura,200072056,CC,27,39,10872,10.000 ≤ hab < 100.000,accueil@ccportedujura.fr,03 84 48 96 67,http://www.ccportedujura.fr
CC Porte Océane du Limousin,200059400,CC,75,87,26424,10.000 ≤ hab < 100.000,,,
CC Portes de la Creuse en Marche,200041556,CC,75,23,6781,3500 ≤ hab < 10.000,accueil@portesdelacreuseenmarche.fr,05 55 80 88 01,http://www.portesdelacreuseenmarche.fr
CC Portes du Berry entre Loire et Val d'Aubois,200011781,CC,24,18,10065,10.000 ≤ hab < 100.000,cdcportesduberry@orange.fr,02 48 77 55 50,http://www.cdc-portesduberry.fr
CC Pré-Bocage Intercom,200069524,CC,28,14,25180,10.000 ≤ hab < 100.000,contact@pbi14.fr,02 31 77 57 48,https://prebocageintercom.fr
CC Presqu'île de Crozon-Aulne maritime,200066868,CC,53,29,23877,10.000 ≤ hab < 100.000,contact@comcom-crozon.bzh,02 98 27 24 76,http://www.comcom-crozon.bzh
CC Provence Verdon,200040202,CC,93,83,22426,10.000 ≤ hab < 100.000,,,
CC Pyrénées Audoises,200043776,CC,76,11,14435,10.000 ≤ hab < 100.000,accueil@pyreneesaudoises.fr,04 68 20 00 10,http://www.pyreneesaudoises.fr
CC Pyrénées catalanes,246600464,CC,76,66,6301,3500 ≤ hab < 10.000,contact@pyrenees-catalanes.com,04 68 04 49 86,http://www.pyrenees-catalanes.net
CC Pyrénées Cerdagne,246600399,CC,76,66,9064,3500 ≤ hab < 10.000,contact@pyrenees-cerdagne.com,04 68 04 53 30,http://www.pyrenees-cerdagne.fr
CC Pyrénées Haut Garonnaises,200072635,CC,76,31,16132,10.000 ≤ hab < 100.000,secretariat@ccphg.fr,05 61 94 79 50,http://www.cc-pyreneeshautgaronnaises.fr
CC Pyrénées Vallées des Gaves,200070811,CC,76,65,16054,10.000 ≤ hab < 100.000,courriel@ccpvg.fr,05 62 97 55 18,http://www.ccpvg.fr
CC Quercy - Bouriane,244600482,CC,76,46,10620,10.000 ≤ hab < 100.000,ccqb@wanadoo.fr,05 65 37 23 70,http://www.laccqb.fr
CC Questembert Communauté,245614383,CC,53,56,23866,10.000 ≤ hab < 100.000,contact@qc.bzh,02 97 26 59 51,http://www.questembert-communaute.fr
CC Rahin et Chérimont,247000821,CC,27,70,12206,10.000 ≤ hab < 100.000,ccrahincherimont@wanadoo.fr,03 84 27 93 15,http://www.ccrc70.fr
CC Randon - Margeride,200069102,CC,76,48,5482,3500 ≤ hab < 10.000,accueil@randon-margeride.fr,04 66 42 98 74,http://www.randon-margeride.fr
"CC Région Lézignanaise,Corbières et Minervois",200035863,CC,76,11,33763,10.000 ≤ hab < 100.000,contact@ccrlcm.fr,04 68 27 03 35,http://www.ccrlcm.fr
CC Retz-en-Valois,200071991,CC,32,02,30628,10.000 ≤ hab < 100.000,communautedecommunes@retzenvalois.fr,03 23 96 13 01,http://www.cc-villers-cotterets.fr
CC Rhône Crussol,200041366,CC,84,07,34667,10.000 ≤ hab < 100.000,contact@rhone-crussol.fr,04 75 41 99 19,http://www.rhonecrussol.fr
CC Rhône Lez Provence,200000628,CC,93,84,24502,10.000 ≤ hab < 100.000,,,
"CC Rhony,Vistre,Vidourle",243000569,CC,76,30,26871,10.000 ≤ hab < 100.000,accueil@ccrvv.fr,04 66 35 55 55,http://www.ccrvv.fr
CC Rives de l'Ain - Pays du Cerdon,200029999,CC,84,01,14792,10.000 ≤ hab < 100.000,accueil@ain-cerdon.fr,04 74 37 13 32,http://www.ain-cerdon.fr
CC Rives de Moselle,200039949,CC,44,57,52189,10.000 ≤ hab < 100.000,accueil@rivesdemoselle.fr,03 87 51 77 02,http://www.rivesdemoselle.fr
CC Rives de Saône,242101509,CC,27,21,21141,10.000 ≤ hab < 100.000,secretariat@rivesdesaone.fr,03 80 20 48 54,http://www.rivesdesaone.fr
CC Roche aux Fées Communauté,243500634,CC,53,35,26892,10.000 ≤ hab < 100.000,accueil@rafcom.bzh,02 99 43 64 87,http://www.rafcom.bzh
CC Roi Morvan Communauté,245614417,CC,53,56,25880,10.000 ≤ hab < 100.000,secretariat@rmcom.bzh,02 97 23 36 90,http://www.roimorvancommunaute.com
CC Roumois Seine,200066405,CC,28,"27,76",40707,10.000 ≤ hab < 100.000,contact@roumoiseine.fr,02 32 57 95 28,http://www.roumoiseine.fr
CC Roussillon-Conflent,246600415,CC,76,66,18621,10.000 ≤ hab < 100.000,accueil@roussillon-conflent.fr,04 68 57 86 85,https://www.roussillon-conflent.fr/
CC Rumilly Terre de Savoie,247400740,CC,84,74,31775,10.000 ≤ hab < 100.000,contact@rumilly-terredesavoie.fr,04 50 01 87 00,http://www.rumilly-terredesavoie.fr
CC Rurales de l'Entre-deux-Mers,200069599,CC,75,33,16851,10.000 ≤ hab < 100.000,fs@cdc-entre2mers.fr,05 56 71 81 76,http://www.cdc-entre2mers.fr
"CC Saint Affricain,Roquefort,Sept Vallons",200067155,CC,76,12,14627,10.000 ≤ hab < 100.000,accueil@cc-saintaffricain.fr,05 65 99 49 56,http://www.comcom-sar7v.fr
CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,200071645,CC,27,71,8195,3500 ≤ hab < 10.000,contact@scmb71.com,03 85 50 26 45,http://www.scmb71.com
CC Saint-Flour Communauté,200066660,CC,84,15,24692,10.000 ≤ hab < 100.000,contact@saintflourco.fr,04 71 60 56 80,http://www.saint-flour-communaute.fr
CC Saint-Marcellin Vercors Isère Communauté,200070431,CC,84,38,45375,10.000 ≤ hab < 100.000,secretariat@smvic.fr,04 76 38 45 48,http://www.pays-saint-marcellin.fr
CC Saint-Pourçain Sioule Limagne,200071389,CC,84,03,34877,10.000 ≤ hab < 100.000,accueil@ccspsl.fr,04 70 47 67 20,http://www.comcom-ccspsl.fr
CC Saône Doubs Bresse,200040038,CC,27,71,12455,10.000 ≤ hab < 100.000,contact@saonedoubsbrese.fr,03 85 91 66 16,http://www.saonedoubsbresse.fr
CC Saône-Beaujolais,200067817,CC,84,69,44896,10.000 ≤ hab < 100.000,contact@ccsb-saonebeaujolais.fr,04 74 66 35 98,http://www.ccsb-saonebeaujolais.fr
CC Sarlat-Périgord Noir,200027217,CC,75,24,16849,10.000 ≤ hab < 100.000,accueil.ccspn@sarlat.fr,05 53 31 90 20,http://www.cc-sarlatperigordnoir.fr
CC Sauer-Pechelbronn,200013050,CC,44,67,17924,10.000 ≤ hab < 100.000,info@sauer-pechelbronn.fr,03 88 90 77 60,http://www.sauer-pechelbronn.fr
CC Sauldre et Sologne,200000933,CC,24,18,14318,10.000 ≤ hab < 100.000,contact@sauldre-sologne.fr,02 48 73 85 22,http://www.sauldre-sologne.fr
CC Sausseron Impressionnistes,249500430,CC,11,95,19782,10.000 ≤ hab < 100.000,,,
CC Seine et Aube,200070126,CC,44,10,10357,10.000 ≤ hab < 100.000,contact@comcomsa.fr,03 25 25 25 15,http://www.ccseineetaube.fr
CC Senlis Sud Oise,200066975,CC,32,60,25107,10.000 ≤ hab < 100.000,accueil@ccsso.fr,03 44 99 08 60,http://www.ccsso.fr
CC Serein et Armance,200067304,CC,27,89,24882,10.000 ≤ hab < 100.000,,,
CC Serre-Ponçon,200067742,CC,93,"04,05",16799,10.000 ≤ hab < 100.000,contact@ccserreponcon.com,04 92 43 22 78,http://www.ccserreponcon.com
CC Serre-Ponçon Val d'Avance,200067320,CC,93,"04,05",7710,3500 ≤ hab < 10.000,secretariat@ccspva.com,04 92 50 20 50,http://www.cc-serreponconvaldavance.com
CC Seulles Terre et Mer,200069516,CC,28,14,17273,10.000 ≤ hab < 100.000,contact@cdc-stm.fr,02 31 77 72 77,https://www.seulles-terre-mer.fr
CC Sèvre et Loire,200067866,CC,52,44,47932,10.000 ≤ hab < 100.000,contact@cc-sevreloire.fr,02 51 71 92 12,http://www.cc-sevreloire.fr
CC Sidobre Vals et Plateaux,200066561,CC,76,81,13094,10.000 ≤ hab < 100.000,,,
CC Somme Sud-Ouest,200071181,CC,32,80,39455,10.000 ≤ hab < 100.000,,,
CC Spelunca-Liamone,200067049,CC,94,2A,7727,3500 ≤ hab < 10.000,"agglo@gardrhodanien.fr, contact@spelunca-liamone.corsica","04 66 79 01 02, 04 95 25 12 16","http://www.gardrhodanien.fr, http://www.spelunca-liamone.corsica"
CC Sud Alsace Largue,200066033,CC,44,68,22657,10.000 ≤ hab < 100.000,info@sudalsace-largue.fr,03 89 07 24 24,https://www.sudalsace-largue.fr
CC Sud Côte Chalonnaise,247104094,CC,27,71,11802,10.000 ≤ hab < 100.000,secretariat@ccscc.fr,03 85 45 05 26,http://www.cc-sud-cote-chalonnaise.fr
CC Sud Nivernais,200067700,CC,27,58,21988,10.000 ≤ hab < 100.000,accueil@ccsn.fr,03 86 77 09 45,http://www.ccsn.fr
CC Sud Retz Atlantique,200071546,CC,52,44,29915,10.000 ≤ hab < 100.000,contact@ccsudretzatlantique.fr,02 40 02 32 62,http://www.sud-retz-atlantique.fr
CC Sud Sarthe,200073112,CC,52,72,23812,10.000 ≤ hab < 100.000,accueil@comcomsudsarthe.fr,02 85 29 12 00,http://www.comcomsudsarthe.fr
CC Sud Vendée Littoral,200073260,CC,52,85,56344,10.000 ≤ hab < 100.000,,,
CC Sud-Hérault,200042653,CC,76,34,17931,10.000 ≤ hab < 100.000,accueil@cc-sud-herault.fr,04 67 93 89 54,http://www.cc-sud-herault.fr
CC Sud-Roussillon,246600282,CC,76,66,23182,10.000 ≤ hab < 100.000,info@sudroussillon.fr,04 68 37 30 60,http://www.sudroussillon.fr
CC Sumène - Artense,241501055,CC,84,15,8764,3500 ≤ hab < 10.000,contact@sumene-artense.com,04 71 78 72 55,http://www.sumene-artense.com
CC Sundgau,200066041,CC,44,68,48664,10.000 ≤ hab < 100.000,accueil@cc-sundgau.fr,03 89 08 36 20,http://www.cc-sundgau.fr
CC Tannay-Brinon-Corbigny,200067692,CC,27,58,10306,10.000 ≤ hab < 100.000,accueil@cctbc.fr,03 86 20 22 03,https://www.tannay-brinon-corbigny.fr
CC Tarn-Agout,200034023,CC,76,"31,81",29343,10.000 ≤ hab < 100.000,,,
CC Terre d'Auge,241400878,CC,28,14,19770,10.000 ≤ hab < 100.000,accueil@terredauge.fr,02 31 65 04 75,http://www.terredauge.fr
CC Terre d'Eau,200068682,CC,44,88,18834,10.000 ≤ hab < 100.000,,,
CC Terre d'Émeraude Communauté,200090579,CC,27,39,6853,3500 ≤ hab < 10.000,contact@terredemeraude.fr,03 84 25 41 13,https://www.terredemeraude.fr
CC Terre de Camargue,243000650,CC,76,30,20466,10.000 ≤ hab < 100.000,cc@terredecamargue.fr,04 66 73 91 20,http://www.terredecamargue.fr
CC Terre de Picardie,200070928,CC,32,80,18595,10.000 ≤ hab < 100.000,,,
CC Terre Lorraine du Longuyonnais,200043693,CC,44,54,15854,10.000 ≤ hab < 100.000,accueil@t2l-54.fr,03 82 26 45 18,http://www.t2l-54.fr
CC Terres de Bresse,200071538,CC,27,71,22628,10.000 ≤ hab < 100.000,comcom@terresdebresse.fr,03 85 32 30 07,http://www.terresdebresse.fr
CC Terres de Chalosse,200069631,CC,75,40,18765,10.000 ≤ hab < 100.000,contact@terresdechalosse.fr,05 58 98 45 88,http://www.terresdechalosse.fr
CC Terres de Perche,200070167,CC,24,28,14876,10.000 ≤ hab < 100.000,,,
CC Terres de Saône,200041879,CC,27,70,13621,10.000 ≤ hab < 100.000,contact@cctds.fr,03 84 91 66 00,http://cc-terresdesaone.fr
CC Terres des Confluences,200066322,CC,76,82,41983,10.000 ≤ hab < 100.000,,,
CC Terres du Haut Berry,200066330,CC,24,18,26487,10.000 ≤ hab < 100.000,contact@terresduhautberry.fr,02 48 64 75 75,http://www.terresduhautberry.fr
CC Terres Touloises,200070563,CC,44,54,45551,10.000 ≤ hab < 100.000,contact@terrestouloises.com,03 83 43 23 76,http://terrestouloises.com
"CC Terres-de-Montaigu,communauté de communes Montaigu-Rocheservière",200070233,CC,52,85,49284,10.000 ≤ hab < 100.000,,,
CC Territoriale Sud-Luberon,248400285,CC,93,84,25535,10.000 ≤ hab < 100.000,,,
CC Terroir de Caux,200068534,CC,28,76,38740,10.000 ≤ hab < 100.000,contact@terroirdecaux.net,02 35 85 46 69,http://www.terroirdecaux.fr
CC Thelloise,200067973,CC,32,60,61207,10.000 ≤ hab < 100.000,contact@thelloise.fr,03 44 26 99 50,http://www.thelloise.fr
CC Thiérache Sambre et Oise,200071983,CC,32,02,17475,10.000 ≤ hab < 100.000,contact@cctso.fr,03 23 61 12 17,http://www.cctso.fr
CC Thiers Dore et Montagne,200070712,CC,84,63,38428,10.000 ≤ hab < 100.000,contact@cctdm.fr,04 73 53 24 71,http://www.cctdm.fr
CC Thoré Montagne Noire,248100745,CC,76,81,5172,3500 ≤ hab < 10.000,,,
CC Tille et Venelle,200070910,CC,27,21,5079,3500 ≤ hab < 10.000,bonjour@tille-venelle.fr,03 80 75 51 11,https://www.tille-venelle.fr
CC Touraine Ouest Val de Loire,200072981,CC,24,37,34037,10.000 ≤ hab < 100.000,contact@cctoval.fr,02 47 24 06 32,http://www.cctoval.fr
CC Touraine Val de Vienne,200072668,CC,24,37,25864,10.000 ≤ hab < 100.000,contact@cc-tvv.fr,02 47 97 03 26,http://www.cc-tvv.fr
CC Touraine Vallée de l'Indre,200072650,CC,24,37,52890,10.000 ≤ hab < 100.000,contact@tourainevalleedelindre.fr,02 47 34 29 00,http://www.tourainevalleedelindre.fr
CC Touraine-Est Vallées,200073161,CC,24,37,40087,10.000 ≤ hab < 100.000,contact@touraineestvallees.fr,02 47 50 80 94,http://www.touraineestvallees.fr
CC Usses et Rhône,200070852,CC,84,"01,74",20855,10.000 ≤ hab < 100.000,accueil@cc-ur.fr,04 50 56 15 30,http://www.usses-et-rhone.fr
CC Vaison Ventoux,248400335,CC,"84,93","26,84",17250,10.000 ≤ hab < 100.000,,,
CC Val 81,248100497,CC,76,81,5686,3500 ≤ hab < 10.000,,,
CC Val Briard,200072874,CC,11,77,27948,10.000 ≤ hab < 100.000,contact@valbriard.eu,01 64 51 33 26,http://www.valbriard.eu
CC Val de Charente,200043016,CC,75,16,14651,10.000 ≤ hab < 100.000,president@ccvaldecharente.fr,05 45 31 07 14,http://www.ccvaldecharente.fr
CC Val de Gâtine,200069748,CC,75,79,21919,10.000 ≤ hab < 100.000,accueil.champdeniers@valdegatine.fr,05 49 25 64 11,http://www.valdegatine.fr
CC Val de Gers,200072320,CC,76,32,10859,10.000 ≤ hab < 100.000,accueil@cc-valdegers.fr,05 62 05 99 64,http://www.cc-valdegers.fr
CC Val de Gray,200036549,CC,27,70,21328,10.000 ≤ hab < 100.000,secretariat@cc-valdegray.fr,03 84 65 58 69,http://www.cc-valdegray.fr
CC Val de l'Indre - Brenne,243600301,CC,24,36,13894,10.000 ≤ hab < 100.000,cdc.valdelindre-brenne@wanadoo.fr,02 54 26 91 11,http://www.valdelindrebrenne.com
CC Val de Ligne,240700617,CC,84,07,6341,3500 ≤ hab < 10.000,secretariat@cc-valdeligne.fr,04 75 89 28 35,http://www.cc-valdeligne.fr
CC Val de Meuse - Voie Sacrée,200066165,CC,44,55,9343,3500 ≤ hab < 10.000,secretariat@valdemeusevoiesacree.fr,03 29 87 60 75,http://www.valdemeusevoiesacree.com
CC Val de Saône Centre,200070118,CC,84,01,20744,10.000 ≤ hab < 100.000,accueil@ccvsc01.org,04 74 06 46 26,http://www.ccvsc01.org
CC Val ès Dunes,200065589,CC,28,14,18124,10.000 ≤ hab < 100.000,cdc@valesdunes.fr,02 31 15 63 70,http://www.valesdunes.fr
CC Val Guiers,247300528,CC,84,73,12443,10.000 ≤ hab < 100.000,contact@ccvalguiers.fr,04 76 37 36 45,http://www.ccvalguiers.fr
CC Val Vanoise,200040798,CC,84,73,9454,3500 ≤ hab < 10.000,info@valvanoise.fr,04 79 55 03 34,http://www.valvanoise.fr
CC Vallée de l'Hérault,243400694,CC,76,34,38635,10.000 ≤ hab < 100.000,contact@cc-vallee-herault.fr,04 67 57 04 50,http://www.cc-vallee-herault.fr
CC Vallée de l'Ubaye - Serre-Ponçon,200072304,CC,93,04,8189,3500 ≤ hab < 10.000,administration@ccvusp.fr,04 92 81 28 23,http://www.ccvusp.fr
CC Vallée de la Dordogne et Forêt Bessède,200041051,CC,75,24,9358,3500 ≤ hab < 10.000,contact@ccvdfb.fr,05 53 28 66 00,http://www.ccdordogne-bessede.fr
CC Vallées de l'Orne et de l'Odon,200066728,CC,28,14,25377,10.000 ≤ hab < 100.000,contact@vallees-orne-odon.fr,02 31 73 11 98,http://www.vallees-orne-odon.fr
CC Vallées et Plateau d'Ardenne,200067759,CC,44,08,25911,10.000 ≤ hab < 100.000,contact@ccvpa.fr,03 24 54 59 12,http://www.cc-valleesetplateaudardenne.fr
